[ 2016-05-17T09:34:28+08:00 ] 116.226.198.110 /bobo2/index.php/Product/product_all
INFO: [ route_check ] --START--
INFO: Run CheckRoute Behavior [ RunTime:0.000617s ]
INFO: [ route_check ] --END-- [ RunTime:0.000704s ]
INFO: [ app_begin ] --START--
INFO: Run ReadHtmlCache Behavior [ RunTime:0.000356s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000416s ]
SQL: SHOW COLUMNS FROM `tp_product` [ RunTime:0.000770s ]
SQL: SHOW COLUMNS FROM `tp_category` [ RunTime:0.000544s ]
SQL: SHOW COLUMNS FROM `tp_linkage` [ RunTime:0.000423s ]
SQL: SHOW COLUMNS FROM `tp_parameter` [ RunTime:0.000408s ]
SQL: SHOW COLUMNS FROM `tp_collect` [ RunTime:0.000378s ]
SQL: SHOW COLUMNS FROM `tp_content` [ RunTime:0.000570s ]
SQL: SHOW COLUMNS FROM `tp_page` [ RunTime:0.000411s ]
SQL: SELECT * FROM `tp_page` WHERE ( `catid` = 29 ) LIMIT 1   [ RunTime:0.000261s ]
NOTIC: [8] Undefined index: catid /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Undefined index: catid /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Undefined index: catid /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Undefined index: catid /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Undefined index: catid /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 278 行.
INFO: Run ParseTemplate Behavior [ RunTime:0.033437s ]
INFO: [ view_parse ] --END-- [ RunTime:0.033497s ]
INFO: [ view_filter ] --START--
INFO: Run ContentReplace Behavior [ RunTime:0.000483s ]
INFO: Run TokenBuild Behavior [ RunTime:0.000259s ]
INFO: Run WriteHtmlCache Behavior [ RunTime:0.000140s ]
INFO: Run ShowRuntime Behavior [ RunTime:0.000358s ]
INFO: [ view_filter ] --END-- [ RunTime:0.001424s ]
INFO: [ view_end ] --START--
INFO: Run ShowPageTrace Behavior [ RunTime:0.000400s ]
INFO: [ view_end ] --END-- [ RunTime:0.000455s ]

[ 2016-05-17T09:51:05+08:00 ] 116.226.198.110 /bobo2/index.php/Product/product_all
INFO: [ route_check ] --START--
INFO: Run CheckRoute Behavior [ RunTime:0.000596s ]
INFO: [ route_check ] --END-- [ RunTime:0.000674s ]
INFO: [ app_begin ] --START--
INFO: Run ReadHtmlCache Behavior [ RunTime:0.000352s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000410s ]
SQL: SHOW COLUMNS FROM `tp_product` [ RunTime:0.000782s ]
SQL: SHOW COLUMNS FROM `tp_category` [ RunTime:0.000575s ]
SQL: SHOW COLUMNS FROM `tp_linkage` [ RunTime:0.000423s ]
SQL: SHOW COLUMNS FROM `tp_parameter` [ RunTime:0.000433s ]
SQL: SHOW COLUMNS FROM `tp_collect` [ RunTime:0.000373s ]
SQL: SHOW COLUMNS FROM `tp_content` [ RunTime:0.000574s ]
SQL: SHOW COLUMNS FROM `tp_page` [ RunTime:0.000429s ]
SQL: SELECT * FROM `tp_page` WHERE ( `catid` = 29 ) LIMIT 1   [ RunTime:0.000241s ]
SQL: SELECT `id`,`catid`,`title`,`headerpic` FROM `tp_content` WHERE ( catid=23 and (status=2 or status=3) ) ORDER BY conorder desc,id desc LIMIT 8   [ RunTime:0.000500s ]
SQL: SELECT `id`,`catid`,`title`,`headerpic` FROM `tp_content` WHERE ( catid=24 and (status=2 or status=3) ) ORDER BY conorder desc,id desc LIMIT 8   [ RunTime:0.000411s ]
SQL: SELECT `id`,`catid`,`title`,`headerpic` FROM `tp_content` WHERE ( catid=25 and (status=2 or status=3) ) ORDER BY conorder desc,id desc LIMIT 8   [ RunTime:0.000385s ]
SQL: SHOW COLUMNS FROM `tp_site` [ RunTime:0.000362s ]
SQL: SELECT * FROM `tp_site` WHERE ( siteid=1 ) LIMIT 1   [ RunTime:0.000253s ]
SQL: SELECT a.xqstatus,a.title,a.picurlpc,a.catid,a.id,b.id as ppid FROM tp_product_price b,tp_product a WHERE ( a.posid=1 and a.status=1 and  a.id=b.pid ) ORDER BY a.listorder desc,id desc LIMIT 8   [ RunTime:0.000577s ]
SQL: SHOW COLUMNS FROM `tp_video` [ RunTime:0.000522s ]
SQL: SELECT `vtitle`,`headerpic`,`catid` FROM `tp_video` WHERE ( catid=26 and (status=2 or status=3) ) ORDER BY listorder desc,vid desc LIMIT 8   [ RunTime:0.000302s ]
SQL: SELECT `vtitle`,`headerpic`,`catid` FROM `tp_video` WHERE ( catid=27 and (status=2 or status=3) ) ORDER BY listorder desc,vid desc LIMIT 8   [ RunTime:0.000242s ]
SQL: SELECT `catid`,`catname`,`caturl` FROM `tp_category` WHERE ( `catid` IN ('14','15','16','17','18','19','20','21') ) ORDER BY listorder desc,catid desc  [ RunTime:0.000254s ]
NOTIC: [8] Undefined variable: category_list /var/www/html/bobo2/Home/Lib/Action/CommonAction.class.php 第 28 行.
NOTIC: [8] Undefined index: price_search /var/www/html/bobo2/Home/Lib/Action/ProductAction.class.php 第 207 行.
NOTIC: [8] Undefined index: texturelist_search /var/www/html/bobo2/Home/Lib/Action/ProductAction.class.php 第 208 行.
NOTIC: [8] Undefined index: capacity_search /var/www/html/bobo2/Home/Lib/Action/ProductAction.class.php 第 209 行.
NOTIC: [8] Undefined index: bobo_pc_user_id /var/www/html/bobo2/Home/Lib/Action/ProductAction.class.php 第 210 行.
SQL: SELECT tp_product.xqstatus,tp_product.status,tp_product.picurlpc,tp_product.title,tp_product.colorlist,a.price,a.capacity,tp_product.id as pid,tp_product.catid,a.id FROM `tp_product` left join tp_product_price a on tp_product.id=a.pid WHERE ( a.id IN ('8','1','2') ) ORDER BY tp_product.listorder desc,tp_product.id desc LIMIT 5   [ RunTime:0.000327s ]
SQL: SELECT `colorname`,`name` FROM `tp_parameter` WHERE ( `id` IN ('12','8','1','6') ) AND ( `status` = 1 )  [ RunTime:0.000173s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000138s ]
SQL: SELECT `colorname`,`name` FROM `tp_parameter` WHERE ( `id` IN ('12','8','1','6') ) AND ( `status` = 1 )  [ RunTime:0.000192s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000136s ]
SQL: SELECT `colorname`,`name` FROM `tp_parameter` WHERE ( `id` IN ('12','4','1','6') ) AND ( `status` = 1 )  [ RunTime:0.000181s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000151s ]
SQL: SELECT a.xqstatus,a.title,a.picurlpc,a.catid,a.id,b.capacity,b.price,b.id as ppid,a.colorlist,b.fmpicurl FROM tp_product_price b,tp_product a WHERE ( a.status=1 and  a.id=b.pid ) ORDER BY a.listorder desc,id desc  [ RunTime:0.000836s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000138s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('13','13','13') )  [ RunTime:0.000169s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000134s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12') )  [ RunTime:0.000133s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12') )  [ RunTime:0.000162s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','12') )  [ RunTime:0.000190s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000134s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4') )  [ RunTime:0.000145s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000149s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4') )  [ RunTime:0.000143s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000127s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','8','1','8','1','6') )  [ RunTime:0.000171s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000127s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','8','1','8','1','6') )  [ RunTime:0.000150s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000146s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','12','4','1','6','12') )  [ RunTime:0.000145s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000126s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','12','4','1','6','12') )  [ RunTime:0.000161s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000126s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4','7','12','7','12') )  [ RunTime:0.000147s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000125s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4','7','12','7','12') )  [ RunTime:0.000148s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000126s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4','7','12','7','12') )  [ RunTime:0.000149s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000125s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','7','6') )  [ RunTime:0.000142s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000145s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('7','1','7') )  [ RunTime:0.000141s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000126s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','12') )  [ RunTime:0.000158s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000126s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','8','1','6') )  [ RunTime:0.000142s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000145s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','8','1','6') )  [ RunTime:0.000140s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000127s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','8','1','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000136s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','8','1','6') )  [ RunTime:0.000147s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000152s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','4','1','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000158s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','4','1','6') )  [ RunTime:0.000168s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000133s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','4','1','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000151s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','4','1','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000133s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','7','8') )  [ RunTime:0.000170s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000134s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','8','7','1','6','8','1','12','8') )  [ RunTime:0.000157s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000152s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1') )  [ RunTime:0.000130s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000133s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','7','6') )  [ RunTime:0.000153s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=14 ) LIMIT 1   [ RunTime:0.000135s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('4','7','1','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=20 ) LIMIT 1   [ RunTime:0.000134s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=20 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000131s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=20 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=20 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000145s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=19 ) LIMIT 1   [ RunTime:0.000139s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('4') )  [ RunTime:0.000128s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=19 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000130s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=21 ) LIMIT 1   [ RunTime:0.000149s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=21 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('7') )  [ RunTime:0.000148s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=21 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=17 ) LIMIT 1   [ RunTime:0.000129s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=17 ) LIMIT 1   [ RunTime:0.000134s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9','9') )  [ RunTime:0.000143s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=19 ) LIMIT 1   [ RunTime:0.000135s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=21 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6') )  [ RunTime:0.000149s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000129s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('14') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000149s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('14') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('7') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6') )  [ RunTime:0.000126s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000129s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('13') )  [ RunTime:0.000128s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=18 ) LIMIT 1   [ RunTime:0.000129s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=17 ) LIMIT 1   [ RunTime:0.000149s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('13') )  [ RunTime:0.000127s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000238s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9','4','7','6','6','4','9','7') )  [ RunTime:0.000155s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('9','4','7','6','6','4','9','7') )  [ RunTime:0.000153s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('4','1') )  [ RunTime:0.000164s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('4','1','7','9') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000151s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','6') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','13','12','9','8','7') )  [ RunTime:0.000173s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4') )  [ RunTime:0.000146s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000150s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','8','1','8') )  [ RunTime:0.000147s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000131s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','8','1','8') )  [ RunTime:0.000169s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000130s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','4','7') )  [ RunTime:0.000144s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000308s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','6','12','4','7') )  [ RunTime:0.000190s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000140s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','4','12','1') )  [ RunTime:0.000153s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000138s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1') )  [ RunTime:0.000135s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000134s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12') )  [ RunTime:0.000130s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000152s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('7') )  [ RunTime:0.000130s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000148s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','1','12','4') )  [ RunTime:0.000170s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000135s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('12','6','4','1') )  [ RunTime:0.000148s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000153s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('4','1','7','12') )  [ RunTime:0.000153s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','12','4','7') )  [ RunTime:0.000167s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=16 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('1','14','7','6') )  [ RunTime:0.000147s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000154s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','1','1','1','1') )  [ RunTime:0.000158s ]
SQL: SELECT `catname` FROM `tp_category` WHERE ( catid=15 ) LIMIT 1   [ RunTime:0.000132s ]
SQL: SELECT `colorname` FROM `tp_parameter` WHERE ( `id` IN ('6','1','1','1','1') )  [ RunTime:0.000172s ]
INFO: [ view_template ] --START--
INFO: Run LocationTemplate Behavior [ RunTime:0.000267s ]
INFO: [ view_template ] --END-- [ RunTime:0.000328s ]
INFO: [ view_parse ] --START--
NOTIC: [8] A session had already been started - ignoring session_start() /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 78 行.
NOTIC: [8] Undefined index: bobo_pc_user_id /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 78 行.
NOTIC: [8] Undefined index: bobo_pc_user_id /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 85 行.
NOTIC: [8] Undefined index: bobo_pc_user_name /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 85 行.
NOTIC: [8] Undefined variable: k /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 112 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 115 行.
NOTIC: [8] Use of undefined constant id - assumed 'id' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 115 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 115 行.
NOTIC: [8] Use of undefined constant id - assumed 'id' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 115 行.
NOTIC: [8] Use of undefined constant catid - assumed 'catid' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 115 行.
NOTIC: [8] Use of undefined constant id - assumed 'id' /var/www/html/bobo2/Home/Runtime/Cache/94731d532e76066fc280da18cd467497.php 第 115 行.
